scanID	Sup_pop	Sub_pop
HG02724	SAS	PJL
HG02725	SAS	PJL
HG02727	SAS	PJL
HG02728	SAS	PJL
HG02731	SAS	PJL
HG02733	SAS	PJL
HG02734	SAS	PJL
HG02736	SAS	PJL
HG02737	SAS	PJL
HG02756	AFR	GWD
HG02757	AFR	GWD
HG02759	AFR	GWD
HG02760	AFR	GWD
HG02763	AFR	GWD
HG02768	AFR	GWD
HG02769	AFR	GWD
HG02771	AFR	GWD
HG02772	AFR	GWD
HG02774	SAS	PJL
HG02775	SAS	PJL
HG02778	SAS	PJL
HG02780	SAS	PJL
HG02783	SAS	PJL
HG02784	SAS	PJL
HG02786	SAS	PJL
HG02787	SAS	PJL
HG02789	SAS	PJL
HG02790	SAS	PJL
HG02792	SAS	PJL
HG02793	SAS	PJL
HG02798	AFR	GWD
HG02799	AFR	GWD
HG02804	AFR	GWD
HG02805	AFR	GWD
HG02807	AFR	GWD
HG02808	AFR	GWD
HG02810	AFR	GWD
HG02811	AFR	GWD
HG02813	AFR	GWD
HG02814	AFR	GWD
HG02816	AFR	GWD
HG02817	AFR	GWD
HG02819	AFR	GWD
HG02820	AFR	GWD
HG02836	AFR	GWD
HG02837	AFR	GWD
HG02839	AFR	GWD
HG02840	AFR	GWD
HG02851	AFR	GWD
HG02852	AFR	GWD
HG02854	AFR	GWD
HG02855	AFR	GWD
HG02860	AFR	GWD
HG02861	AFR	GWD
HG02870	AFR	GWD
HG02878	AFR	GWD
HG02879	AFR	GWD
HG02881	AFR	GWD
HG02882	AFR	GWD
HG02884	AFR	GWD
HG02885	AFR	GWD
HG02887	AFR	GWD
HG02888	AFR	GWD
HG02890	AFR	GWD
HG02891	AFR	GWD
HG02895	AFR	GWD
HG02896	AFR	GWD
HG02922	AFR	ESN
HG02923	AFR	ESN
HG02938	AFR	ESN
HG02941	AFR	ESN
HG02943	AFR	ESN
HG02944	AFR	ESN
HG02946	AFR	ESN
HG02947	AFR	ESN
HG02952	AFR	ESN
HG02953	AFR	ESN
HG02968	AFR	ESN
HG02970	AFR	ESN
HG02971	AFR	ESN
HG02973	AFR	ESN
HG02974	AFR	ESN
HG02976	AFR	ESN
HG02977	AFR	ESN
HG02979	AFR	ESN
HG02981	AFR	ESN
HG02982	AFR	GWD
HG02983	AFR	GWD
HG03006	SAS	BEB
HG03007	SAS	BEB
HG03009	SAS	BEB
HG03012	SAS	BEB
HG03015	SAS	PJL
HG03016	SAS	PJL
HG03018	SAS	PJL
HG03019	SAS	PJL
HG03021	SAS	PJL
HG03022	SAS	PJL
HG03024	AFR	GWD
HG03025	AFR	GWD
HG03027	AFR	GWD
HG03028	AFR	GWD
HG03039	AFR	GWD
HG03040	AFR	GWD
HG03045	AFR	GWD
HG03046	AFR	GWD
HG03048	AFR	GWD
HG03049	AFR	GWD
HG03052	AFR	MSL
HG03054	AFR	MSL
HG03055	AFR	MSL
HG03057	AFR	MSL
HG03058	AFR	MSL
HG03060	AFR	MSL
HG03061	AFR	MSL
HG03063	AFR	MSL
HG03064	AFR	MSL
HG03066	AFR	MSL
HG03069	AFR	MSL
HG03072	AFR	MSL
HG03073	AFR	MSL
HG03074	AFR	MSL
HG03077	AFR	MSL
HG03078	AFR	MSL
HG03079	AFR	MSL
HG03081	AFR	MSL
HG03082	AFR	MSL
HG03084	AFR	MSL
HG03085	AFR	MSL
HG03086	AFR	MSL
HG03088	AFR	MSL
HG03091	AFR	MSL
HG03095	AFR	MSL
HG03096	AFR	MSL
HG03097	AFR	MSL
HG03099	AFR	ESN
HG03100	AFR	ESN
HG03103	AFR	ESN
HG03105	AFR	ESN
HG03108	AFR	ESN
HG03109	AFR	ESN
HG03111	AFR	ESN
HG03112	AFR	ESN
HG03114	AFR	ESN
HG03115	AFR	ESN
HG03117	AFR	ESN
HG03118	AFR	ESN
HG03120	AFR	ESN
HG03121	AFR	ESN
HG03123	AFR	ESN
HG03124	AFR	ESN
HG03126	AFR	ESN
HG03127	AFR	ESN
HG03129	AFR	ESN
HG03130	AFR	ESN
HG03132	AFR	ESN
HG03133	AFR	ESN
HG03135	AFR	ESN
HG03136	AFR	ESN
HG03139	AFR	ESN
HG03157	AFR	ESN
HG03159	AFR	ESN
HG03160	AFR	ESN
HG03162	AFR	ESN
HG03163	AFR	ESN
HG03166	AFR	ESN
HG03168	AFR	ESN
HG03169	AFR	ESN
HG03172	AFR	ESN
HG03175	AFR	ESN
HG03189	AFR	ESN
HG03190	AFR	ESN
HG03193	AFR	ESN
HG03195	AFR	ESN
HG03196	AFR	ESN
HG03198	AFR	ESN
HG03199	AFR	ESN
HG03202	AFR	ESN
HG03209	AFR	MSL
HG03212	AFR	MSL
HG03224	AFR	MSL
HG03225	AFR	MSL
HG03228	SAS	PJL
HG03229	SAS	PJL
HG03234	SAS	PJL
HG03235	SAS	PJL
HG03237	SAS	PJL
HG03238	SAS	PJL
HG03240	AFR	GWD
HG03241	AFR	GWD
HG03246	AFR	GWD
HG03247	AFR	GWD
HG03258	AFR	GWD
HG03259	AFR	GWD
HG03265	AFR	ESN
HG03267	AFR	ESN
HG03268	AFR	ESN
HG03270	AFR	ESN
HG03271	AFR	ESN
HG03279	AFR	ESN
HG03280	AFR	ESN
HG03291	AFR	ESN
HG03294	AFR	ESN
HG03295	AFR	ESN
HG03297	AFR	ESN
HG03298	AFR	ESN
HG03300	AFR	ESN
HG03301	AFR	ESN
HG03303	AFR	ESN
HG03304	AFR	ESN
HG03311	AFR	ESN
HG03313	AFR	ESN
HG03342	AFR	ESN
HG03343	AFR	ESN
HG03351	AFR	ESN
HG03352	AFR	ESN
HG03354	AFR	ESN
HG03363	AFR	ESN
HG03366	AFR	ESN
HG03367	AFR	ESN
HG03369	AFR	ESN
HG03370	AFR	ESN
HG03372	AFR	ESN
HG03376	AFR	MSL
HG03378	AFR	MSL
HG03380	AFR	MSL
HG03382	AFR	MSL
HG03385	AFR	MSL
HG03388	AFR	MSL
HG03391	AFR	MSL
HG03394	AFR	MSL
HG03397	AFR	MSL
HG03401	AFR	MSL
HG03410	AFR	MSL
HG03419	AFR	MSL
HG03428	AFR	MSL
HG03432	AFR	MSL
HG03433	AFR	MSL
HG03436	AFR	MSL
HG03437	AFR	MSL
HG03439	AFR	MSL
HG03442	AFR	MSL
HG03445	AFR	MSL
HG03446	AFR	MSL
HG03449	AFR	MSL
HG03452	AFR	MSL
HG03455	AFR	MSL
HG03457	AFR	MSL
HG03458	AFR	MSL
HG03460	AFR	MSL
HG03461	AFR	MSL
HG03464	AFR	MSL
HG03469	AFR	MSL
HG03470	AFR	MSL
HG03472	AFR	MSL
HG03473	AFR	MSL
HG03476	AFR	MSL
HG03478	AFR	MSL
HG03479	AFR	MSL
HG03484	AFR	MSL
HG03485	AFR	MSL
HG03488	SAS	PJL
HG03490	SAS	PJL
HG03491	SAS	PJL
HG03499	AFR	ESN
HG03511	AFR	ESN
HG03514	AFR	ESN
HG03515	AFR	ESN
HG03517	AFR	ESN
HG03518	AFR	ESN
HG03520	AFR	ESN
HG03521	AFR	ESN
HG03538	AFR	GWD
HG03539	AFR	GWD
HG03547	AFR	MSL
HG03548	AFR	MSL
HG03556	AFR	MSL
HG03557	AFR	MSL
HG03558	AFR	MSL
HG03559	AFR	MSL
HG03563	AFR	MSL
HG03565	AFR	MSL
HG03567	AFR	MSL
HG03571	AFR	MSL
HG03572	AFR	MSL
HG03575	AFR	MSL
HG03577	AFR	MSL
HG03578	AFR	MSL
HG03583	AFR	MSL
HG03585	SAS	BEB
HG03589	SAS	BEB
HG03593	SAS	BEB
HG03594	SAS	BEB
HG03595	SAS	BEB
HG03598	SAS	BEB
HG03600	SAS	BEB
HG03603	SAS	BEB
HG03604	SAS	BEB
HG03607	SAS	BEB
HG03611	SAS	BEB
HG03615	SAS	BEB
HG03616	SAS	BEB
HG03619	SAS	PJL
HG03624	SAS	PJL
HG03625	SAS	PJL
HG03629	SAS	PJL
HG03631	SAS	PJL
HG03634	SAS	PJL
HG03636	SAS	PJL
HG03640	SAS	PJL
HG03642	SAS	STU
HG03643	SAS	STU
HG03644	SAS	STU
HG03645	SAS	STU
HG03646	SAS	STU
HG03649	SAS	PJL
HG03652	SAS	PJL
HG03653	SAS	PJL
HG03660	SAS	PJL
HG03663	SAS	PJL
HG03667	SAS	PJL
HG03668	SAS	PJL
HG03672	SAS	STU
HG03673	SAS	STU
HG03679	SAS	STU
HG03680	SAS	STU
HG03681	SAS	STU
HG03684	SAS	STU
HG03685	SAS	STU
HG03686	SAS	STU
HG03687	SAS	STU
HG03689	SAS	STU
HG03690	SAS	STU
HG03691	SAS	STU
HG03692	SAS	STU
HG03693	SAS	STU
HG03694	SAS	STU
HG03695	SAS	STU
HG03696	SAS	STU
HG03697	SAS	STU
HG03698	SAS	STU
HG03702	SAS	PJL
HG03703	SAS	PJL
HG03705	SAS	PJL
HG03706	SAS	PJL
HG03708	SAS	PJL
HG03709	SAS	PJL
HG03711	SAS	STU
HG03713	SAS	ITU
HG03714	SAS	ITU
HG03716	SAS	ITU
HG03717	SAS	ITU
HG03718	SAS	ITU
HG03720	SAS	ITU
HG03722	SAS	ITU
HG03727	SAS	ITU
HG03729	SAS	ITU
HG03730	SAS	ITU
HG03731	SAS	ITU
HG03736	SAS	STU
HG03738	SAS	STU
HG03740	SAS	STU
HG03741	SAS	STU
HG03742	SAS	ITU
HG03743	SAS	STU
HG03744	SAS	STU
HG03745	SAS	STU
HG03746	SAS	STU
HG03752	SAS	STU
HG03753	SAS	STU
HG03754	SAS	STU
HG03755	SAS	STU
HG03756	SAS	STU
HG03757	SAS	STU
HG03760	SAS	STU
HG03762	SAS	PJL
HG03765	SAS	PJL
HG03767	SAS	PJL
HG03770	SAS	ITU
HG03771	SAS	ITU
HG03772	SAS	ITU
HG03773	SAS	ITU
HG03774	SAS	ITU
HG03775	SAS	ITU
HG03777	SAS	ITU
HG03778	SAS	ITU
HG03779	SAS	ITU
HG03780	SAS	ITU
HG03781	SAS	ITU
HG03782	SAS	ITU
HG03784	SAS	ITU
HG03785	SAS	ITU
HG03786	SAS	ITU
HG03787	SAS	ITU
HG03788	SAS	ITU
HG03789	SAS	ITU
HG03790	SAS	ITU
HG03792	SAS	ITU
HG03793	SAS	BEB
HG03796	SAS	BEB
HG03800	SAS	BEB
HG03802	SAS	BEB
HG03803	SAS	BEB
HG03805	SAS	BEB
HG03808	SAS	BEB
HG03809	SAS	BEB
HG03812	SAS	BEB
HG03814	SAS	BEB
HG03815	SAS	BEB
HG03817	SAS	BEB
HG03821	SAS	BEB
HG03823	SAS	BEB
HG03824	SAS	BEB
HG03826	SAS	BEB
HG03829	SAS	BEB
HG03830	SAS	BEB
HG03832	SAS	BEB
HG03833	SAS	BEB
HG03836	SAS	STU
HG03837	SAS	STU
HG03838	SAS	STU
HG03844	SAS	STU
HG03846	SAS	STU
HG03848	SAS	STU
HG03849	SAS	STU
HG03850	SAS	STU
HG03851	SAS	STU
HG03854	SAS	STU
HG03856	SAS	STU
HG03857	SAS	STU
HG03858	SAS	STU
HG03861	SAS	ITU
HG03862	SAS	ITU
HG03863	SAS	ITU
HG03864	SAS	ITU
HG03866	SAS	ITU
HG03867	SAS	ITU
HG03868	SAS	ITU
HG03869	SAS	ITU
HG03870	SAS	ITU
HG03871	SAS	ITU
HG03872	SAS	ITU
HG03874	SAS	ITU
HG03875	SAS	ITU
HG03882	SAS	ITU
HG03884	SAS	STU
HG03885	SAS	STU
HG03886	SAS	STU
HG03887	SAS	STU
HG03888	SAS	STU
HG03890	SAS	STU
HG03894	SAS	STU
HG03895	SAS	STU
HG03896	SAS	STU
HG03897	SAS	STU
HG03898	SAS	STU
HG03899	SAS	STU
HG03900	SAS	STU
HG03902	SAS	BEB
HG03905	SAS	BEB
HG03907	SAS	BEB
HG03908	SAS	BEB
HG03910	SAS	BEB
HG03911	SAS	BEB
HG03913	SAS	BEB
HG03914	SAS	BEB
HG03916	SAS	BEB
HG03917	SAS	BEB
HG03919	SAS	BEB
HG03920	SAS	BEB
HG03922	SAS	BEB
HG03925	SAS	BEB
HG03926	SAS	BEB
HG03928	SAS	BEB
HG03931	SAS	BEB
HG03934	SAS	BEB
HG03937	SAS	BEB
HG03940	SAS	BEB
HG03941	SAS	BEB
HG03943	SAS	STU
HG03945	SAS	STU
HG03947	SAS	STU
HG03949	SAS	STU
HG03950	SAS	STU
HG03951	SAS	STU
HG03953	SAS	STU
HG03955	SAS	STU
HG03960	SAS	ITU
HG03963	SAS	ITU
HG03965	SAS	ITU
HG03967	SAS	ITU
HG03968	SAS	ITU
HG03969	SAS	ITU
HG03971	SAS	ITU
HG03973	SAS	ITU
HG03974	SAS	ITU
HG03976	SAS	ITU
HG03977	SAS	ITU
HG03978	SAS	ITU
HG03985	SAS	STU
HG03986	SAS	STU
HG03989	SAS	STU
HG03990	SAS	STU
HG03991	SAS	STU
HG03995	SAS	STU
HG03998	SAS	STU
HG03999	SAS	STU
HG04001	SAS	ITU
HG04002	SAS	ITU
HG04003	SAS	STU
HG04006	SAS	STU
HG04014	SAS	ITU
HG04015	SAS	ITU
HG04017	SAS	ITU
HG04018	SAS	ITU
HG04019	SAS	ITU
HG04020	SAS	ITU
HG04022	SAS	ITU
HG04023	SAS	ITU
HG04025	SAS	ITU
HG04026	SAS	ITU
HG04029	SAS	STU
HG04033	SAS	STU
HG04035	SAS	STU
HG04038	SAS	STU
HG04039	SAS	STU
HG04042	SAS	STU
HG04047	SAS	STU
HG04054	SAS	ITU
HG04056	SAS	ITU
HG04059	SAS	ITU
HG04060	SAS	ITU
HG04061	SAS	ITU
HG04062	SAS	ITU
HG04063	SAS	ITU
HG04070	SAS	ITU
HG04075	SAS	STU
HG04076	SAS	ITU
HG04080	SAS	ITU
HG04090	SAS	ITU
HG04093	SAS	ITU
HG04094	SAS	ITU
HG04096	SAS	ITU
HG04098	SAS	ITU
HG04099	SAS	STU
HG04100	SAS	STU
HG04106	SAS	STU
HG04107	SAS	STU
HG04118	SAS	ITU
HG04131	SAS	BEB
HG04134	SAS	BEB
HG04140	SAS	BEB
HG04141	SAS	BEB
HG04144	SAS	BEB
HG04146	SAS	BEB
HG04152	SAS	BEB
HG04153	SAS	BEB
HG04155	SAS	BEB
HG04156	SAS	BEB
HG04158	SAS	BEB
HG04159	SAS	BEB
HG04161	SAS	BEB
HG04162	SAS	BEB
HG04164	SAS	BEB
HG04171	SAS	BEB
HG04173	SAS	BEB
HG04176	SAS	BEB
HG04177	SAS	BEB
HG04180	SAS	BEB
HG04182	SAS	BEB
HG04183	SAS	BEB
HG04185	SAS	BEB
HG04186	SAS	BEB
HG04188	SAS	BEB
HG04189	SAS	BEB
HG04194	SAS	BEB
HG04195	SAS	BEB
HG04198	SAS	ITU
HG04200	SAS	ITU
HG04202	SAS	ITU
HG04206	SAS	ITU
HG04209	SAS	ITU
HG04210	SAS	STU
HG04211	SAS	ITU
HG04212	SAS	ITU
HG04214	SAS	ITU
HG04216	SAS	ITU
HG04219	SAS	ITU
HG04222	SAS	ITU
HG04225	SAS	ITU
HG04227	SAS	STU
HG04229	SAS	STU
HG04235	SAS	ITU
HG04238	SAS	ITU
HG04239	SAS	ITU
MX019	AMR	BH
MX024	AMR	BH
MX034	AMR	BH
MX037	AMR	BH
MX040	AMR	BH
MX042	AMR	BH
MX043	AMR	BH
MX050	AMR	BH
MX056	AMR	BH
MX062	AMR	BH
MYN011	AMR	BH
MYN014	AMR	BH
MYN021	AMR	BH
MYN023	AMR	BH
NA06984	EUR	CEU
NA06985	EUR	CEU
NA06986	EUR	CEU
NA06989	EUR	CEU
NA06994	EUR	CEU
NA07000	EUR	CEU
NA07037	EUR	CEU
NA07051	EUR	CEU
NA07056	EUR	CEU
NA07347	EUR	CEU
NA07357	EUR	CEU
NA11829	EUR	CEU
NA11830	EUR	CEU
NA11831	EUR	CEU
NA11832	EUR	CEU
NA11840	EUR	CEU
NA11843	EUR	CEU
NA11881	EUR	CEU
NA11892	EUR	CEU
NA11893	EUR	CEU
NA11894	EUR	CEU
NA11918	EUR	CEU
NA11919	EUR	CEU
NA11920	EUR	CEU
NA11930	EUR	CEU
NA11931	EUR	CEU
NA11932	EUR	CEU
NA11933	EUR	CEU
NA11992	EUR	CEU
NA11994	EUR	CEU
NA11995	EUR	CEU
NA12003	EUR	CEU
NA12004	EUR	CEU
NA12005	EUR	CEU
NA12006	EUR	CEU
NA12043	EUR	CEU
NA12044	EUR	CEU
NA12045	EUR	CEU
NA12046	EUR	CEU
NA12058	EUR	CEU
NA12144	EUR	CEU
NA12154	EUR	CEU
NA12155	EUR	CEU
NA12156	EUR	CEU
NA12234	EUR	CEU
NA12249	EUR	CEU
NA12272	EUR	CEU
NA12273	EUR	CEU
NA12275	EUR	CEU
NA12282	EUR	CEU
NA12283	EUR	CEU
NA12286	EUR	CEU
NA12287	EUR	CEU
NA12340	EUR	CEU
NA12341	EUR	CEU
NA12342	EUR	CEU
NA12347	EUR	CEU
NA12348	EUR	CEU
NA12383	EUR	CEU
NA12399	EUR	CEU
NA12400	EUR	CEU
NA12413	EUR	CEU
NA12414	EUR	CEU
NA12489	EUR	CEU
NA12546	EUR	CEU
NA12716	EUR	CEU
NA12717	EUR	CEU
NA12718	EUR	CEU
NA12748	EUR	CEU
NA12749	EUR	CEU
NA12750	EUR	CEU
NA12751	EUR	CEU
NA12760	EUR	CEU
NA12761	EUR	CEU
NA12762	EUR	CEU
NA12763	EUR	CEU
NA12775	EUR	CEU
NA12776	EUR	CEU
NA12777	EUR	CEU
NA12778	EUR	CEU
NA12812	EUR	CEU
NA12813	EUR	CEU
NA12814	EUR	CEU
NA12815	EUR	CEU
NA12827	EUR	CEU
NA12828	EUR	CEU
NA12829	EUR	CEU
NA12830	EUR	CEU
NA12842	EUR	CEU
NA12843	EUR	CEU
NA12872	EUR	CEU
NA12873	EUR	CEU
NA12874	EUR	CEU
NA12889	EUR	CEU
NA12890	EUR	CEU
NA18486	AFR	YRI
NA18488	AFR	YRI
NA18489	AFR	YRI
NA18498	AFR	YRI
NA18499	AFR	YRI
NA18501	AFR	YRI
NA18502	AFR	YRI
NA18504	AFR	YRI
NA18505	AFR	YRI
NA18507	AFR	YRI
NA18508	AFR	YRI
NA18510	AFR	YRI
NA18511	AFR	YRI
NA18516	AFR	YRI
NA18517	AFR	YRI
NA18519	AFR	YRI
NA18520	AFR	YRI
NA18522	AFR	YRI
NA18523	AFR	YRI
NA18525	EAS	CHB
NA18526	EAS	CHB
NA18528	EAS	CHB
NA18530	EAS	CHB
NA18531	EAS	CHB
NA18532	EAS	CHB
NA18533	EAS	CHB
NA18534	EAS	CHB
NA18535	EAS	CHB
NA18536	EAS	CHB
NA18537	EAS	CHB
NA18538	EAS	CHB
NA18539	EAS	CHB
NA18541	EAS	CHB
NA18542	EAS	CHB
NA18543	EAS	CHB
NA18544	EAS	CHB
NA18545	EAS	CHB
NA18546	EAS	CHB
NA18547	EAS	CHB
NA18548	EAS	CHB
NA18549	EAS	CHB
NA18550	EAS	CHB
NA18552	EAS	CHB
NA18553	EAS	CHB
NA18555	EAS	CHB
NA18557	EAS	CHB
NA18558	EAS	CHB
NA18559	EAS	CHB
NA18560	EAS	CHB
NA18561	EAS	CHB
NA18562	EAS	CHB
NA18563	EAS	CHB
NA18564	EAS	CHB
NA18565	EAS	CHB
NA18566	EAS	CHB
NA18567	EAS	CHB
NA18570	EAS	CHB
NA18571	EAS	CHB
NA18572	EAS	CHB
NA18573	EAS	CHB
NA18574	EAS	CHB
NA18577	EAS	CHB
NA18579	EAS	CHB
NA18582	EAS	CHB
NA18591	EAS	CHB
NA18592	EAS	CHB
NA18593	EAS	CHB
NA18595	EAS	CHB
NA18596	EAS	CHB
NA18597	EAS	CHB
NA18599	EAS	CHB
NA18602	EAS	CHB
NA18603	EAS	CHB
NA18605	EAS	CHB
NA18606	EAS	CHB
NA18608	EAS	CHB
NA18609	EAS	CHB
NA18610	EAS	CHB
NA18611	EAS	CHB
NA18612	EAS	CHB
NA18613	EAS	CHB
NA18614	EAS	CHB
NA18615	EAS	CHB
NA18616	EAS	CHB
NA18617	EAS	CHB
NA18618	EAS	CHB
NA18619	EAS	CHB
NA18620	EAS	CHB
NA18621	EAS	CHB
NA18622	EAS	CHB
NA18623	EAS	CHB
NA18624	EAS	CHB
NA18625	EAS	CHB
NA18626	EAS	CHB
NA18627	EAS	CHB
NA18628	EAS	CHB
NA18629	EAS	CHB
NA18630	EAS	CHB
NA18631	EAS	CHB
NA18632	EAS	CHB
NA18633	EAS	CHB
NA18634	EAS	CHB
NA18635	EAS	CHB
NA18636	EAS	CHB
NA18637	EAS	CHB
NA18638	EAS	CHB
NA18639	EAS	CHB
NA18640	EAS	CHB
NA18641	EAS	CHB
NA18642	EAS	CHB
NA18643	EAS	CHB
NA18644	EAS	CHB
NA18645	EAS	CHB
NA18646	EAS	CHB
NA18647	EAS	CHB
NA18648	EAS	CHB
NA18740	EAS	CHB
NA18745	EAS	CHB
NA18747	EAS	CHB
NA18748	EAS	CHB
NA18749	EAS	CHB
NA18757	EAS	CHB
NA18853	AFR	YRI
NA18856	AFR	YRI
NA18858	AFR	YRI
NA18861	AFR	YRI
NA18864	AFR	YRI
NA18865	AFR	YRI
NA18867	AFR	YRI
NA18868	AFR	YRI
NA18870	AFR	YRI
NA18871	AFR	YRI
NA18873	AFR	YRI
NA18874	AFR	YRI
NA18876	AFR	YRI
NA18877	AFR	YRI
NA18878	AFR	YRI
NA18879	AFR	YRI
NA18881	AFR	YRI
NA18907	AFR	YRI
NA18908	AFR	YRI
NA18909	AFR	YRI
NA18910	AFR	YRI
NA18912	AFR	YRI
NA18915	AFR	YRI
NA18916	AFR	YRI
NA18917	AFR	YRI
NA18923	AFR	YRI
NA18924	AFR	YRI
NA18933	AFR	YRI
NA18934	AFR	YRI
NA18939	EAS	JPT
NA18940	EAS	JPT
NA18941	EAS	JPT
NA18942	EAS	JPT
NA18943	EAS	JPT
NA18944	EAS	JPT
NA18945	EAS	JPT
NA18946	EAS	JPT
NA18947	EAS	JPT
NA18948	EAS	JPT
NA18949	EAS	JPT
NA18950	EAS	JPT
NA18951	EAS	JPT
NA18952	EAS	JPT
NA18953	EAS	JPT
NA18954	EAS	JPT
NA18956	EAS	JPT
NA18957	EAS	JPT
NA18959	EAS	JPT
NA18960	EAS	JPT
NA18961	EAS	JPT
NA18962	EAS	JPT
NA18963	EAS	JPT
NA18964	EAS	JPT
NA18965	EAS	JPT
NA18966	EAS	JPT
NA18967	EAS	JPT
NA18968	EAS	JPT
NA18969	EAS	JPT
NA18970	EAS	JPT
NA18971	EAS	JPT
NA18972	EAS	JPT
NA18973	EAS	JPT
NA18974	EAS	JPT
NA18975	EAS	JPT
NA18976	EAS	JPT
NA18977	EAS	JPT
NA18978	EAS	JPT
NA18979	EAS	JPT
NA18980	EAS	JPT
NA18981	EAS	JPT
NA18982	EAS	JPT
NA18983	EAS	JPT
NA18984	EAS	JPT
NA18985	EAS	JPT
NA18986	EAS	JPT
NA18987	EAS	JPT
NA18988	EAS	JPT
NA18989	EAS	JPT
NA18990	EAS	JPT
NA18991	EAS	JPT
NA18992	EAS	JPT
NA18993	EAS	JPT
NA18994	EAS	JPT
NA18995	EAS	JPT
NA18997	EAS	JPT
NA18998	EAS	JPT
NA18999	EAS	JPT
NA19000	EAS	JPT
NA19001	EAS	JPT
NA19002	EAS	JPT
NA19003	EAS	JPT
NA19004	EAS	JPT
NA19005	EAS	JPT
NA19006	EAS	JPT
NA19007	EAS	JPT
NA19009	EAS	JPT
NA19010	EAS	JPT
NA19011	EAS	JPT
NA19012	EAS	JPT
NA19017	AFR	LWK
NA19019	AFR	LWK
NA19020	AFR	LWK
NA19023	AFR	LWK
NA19024	AFR	LWK
NA19025	AFR	LWK
NA19026	AFR	LWK
NA19027	AFR	LWK
NA19028	AFR	LWK
NA19030	AFR	LWK
NA19031	AFR	LWK
NA19035	AFR	LWK
NA19036	AFR	LWK
NA19037	AFR	LWK
NA19038	AFR	LWK
NA19041	AFR	LWK
NA19042	AFR	LWK
NA19043	AFR	LWK
NA19054	EAS	JPT
NA19055	EAS	JPT
NA19056	EAS	JPT
NA19057	EAS	JPT
NA19058	EAS	JPT
NA19059	EAS	JPT
NA19060	EAS	JPT
NA19062	EAS	JPT
NA19063	EAS	JPT
NA19064	EAS	JPT
NA19065	EAS	JPT
NA19066	EAS	JPT
NA19067	EAS	JPT
NA19068	EAS	JPT
NA19070	EAS	JPT
NA19072	EAS	JPT
NA19074	EAS	JPT
NA19075	EAS	JPT
NA19076	EAS	JPT
NA19077	EAS	JPT
NA19078	EAS	JPT
NA19079	EAS	JPT
NA19080	EAS	JPT
NA19081	EAS	JPT
NA19082	EAS	JPT
NA19083	EAS	JPT
NA19084	EAS	JPT
NA19085	EAS	JPT
NA19086	EAS	JPT
NA19087	EAS	JPT
NA19088	EAS	JPT
NA19089	EAS	JPT
NA19090	EAS	JPT
NA19091	EAS	JPT
NA19092	AFR	YRI
NA19093	AFR	YRI
NA19095	AFR	YRI
NA19096	AFR	YRI
NA19098	AFR	YRI
NA19099	AFR	YRI
NA19102	AFR	YRI
NA19107	AFR	YRI
NA19108	AFR	YRI
NA19113	AFR	YRI
NA19114	AFR	YRI
NA19116	AFR	YRI
NA19117	AFR	YRI
NA19118	AFR	YRI
NA19119	AFR	YRI
NA19121	AFR	YRI
NA19130	AFR	YRI
NA19131	AFR	YRI
NA19137	AFR	YRI
NA19138	AFR	YRI
NA19141	AFR	YRI
NA19143	AFR	YRI
NA19144	AFR	YRI
NA19146	AFR	YRI
NA19147	AFR	YRI
NA19149	AFR	YRI
NA19152	AFR	YRI
NA19153	AFR	YRI
NA19159	AFR	YRI
NA19160	AFR	YRI
NA19171	AFR	YRI
NA19172	AFR	YRI
NA19175	AFR	YRI
NA19184	AFR	YRI
NA19185	AFR	YRI
NA19189	AFR	YRI
NA19190	AFR	YRI
NA19197	AFR	YRI
NA19198	AFR	YRI
NA19200	AFR	YRI
NA19201	AFR	YRI
NA19204	AFR	YRI
NA19206	AFR	YRI
NA19207	AFR	YRI
NA19209	AFR	YRI
NA19210	AFR	YRI
NA19213	AFR	YRI
NA19214	AFR	YRI
NA19222	AFR	YRI
NA19223	AFR	YRI
NA19225	AFR	YRI
NA19235	AFR	YRI
NA19236	AFR	YRI
NA19238	AFR	YRI
NA19239	AFR	YRI
NA19247	AFR	YRI
NA19248	AFR	YRI
NA19256	AFR	YRI
NA19257	AFR	YRI
NA19307	AFR	LWK
NA19308	AFR	LWK
NA19309	AFR	LWK
NA19310	AFR	LWK
NA19312	AFR	LWK
NA19314	AFR	LWK
NA19315	AFR	LWK
NA19316	AFR	LWK
NA19317	AFR	LWK
NA19318	AFR	LWK
NA19319	AFR	LWK
NA19320	AFR	LWK
NA19321	AFR	LWK
NA19323	AFR	LWK
NA19324	AFR	LWK
NA19327	AFR	LWK
NA19328	AFR	LWK
NA19332	AFR	LWK
NA19334	AFR	LWK
NA19338	AFR	LWK
NA19346	AFR	LWK
NA19347	AFR	LWK
NA19350	AFR	LWK
NA19351	AFR	LWK
NA19355	AFR	LWK
NA19360	AFR	LWK
NA19372	AFR	LWK
NA19374	AFR	LWK
NA19375	AFR	LWK
NA19376	AFR	LWK
NA19377	AFR	LWK
NA19378	AFR	LWK
NA19379	AFR	LWK
NA19380	AFR	LWK
NA19383	AFR	LWK
NA19384	AFR	LWK
NA19385	AFR	LWK
NA19390	AFR	LWK
NA19391	AFR	LWK
NA19393	AFR	LWK
NA19394	AFR	LWK
NA19395	AFR	LWK
NA19397	AFR	LWK
NA19399	AFR	LWK
NA19401	AFR	LWK
NA19403	AFR	LWK
NA19404	AFR	LWK
NA19428	AFR	LWK
NA19429	AFR	LWK
